Level,Code,Class title,Element Type Label English,Element Description English
2,RDS10704,Specific population health,Illustrative example(s),health related to specific ethnic groups and immigrants 
2,RDS10704,Specific population health,Illustrative example(s),indigenous health 
2,RDS10704,Specific population health,Illustrative example(s),men's health 
2,RDS10704,Specific population health,Illustrative example(s),newborn and child health 
2,RDS10704,Specific population health,Illustrative example(s),occupational health 
2,RDS10704,Specific population health,Illustrative example(s),rural health 
2,RDS10704,Specific population health,Illustrative example(s),women's and maternal health 
2,RDS10704,Specific population health,All examples,global health 
2,RDS10704,Specific population health,All examples,health related to ageing 
2,RDS10704,Specific population health,All examples,health related to specific ethnic groups and immigrants 
2,RDS10704,Specific population health,All examples,indigenous health 
2,RDS10704,Specific population health,All examples,men's health 
2,RDS10704,Specific population health,All examples,newborn and child health 
2,RDS10704,Specific population health,All examples,occupational health 
2,RDS10704,Specific population health,All examples,rural health 
2,RDS10704,Specific population health,All examples,women's and maternal health 
2,RDS10799,"Health, n.e.c.",All examples,advancement of knowledge in activities related to health 
2,RDS10799,"Health, n.e.c.",All examples,"other health, n.e.c. "
1,RDS108,Agriculture (including fisheries and forestry),Exclusion(s),"manufacturing of processed animal products, including fish, and their primary products  (See RDS10602 Industrial processes related to agricultural products (except wood, paper and fiber))"
1,RDS108,Agriculture (including fisheries and forestry),Exclusion(s),operation of irrigation systems and the provision of waste handling services provided by local councils and governments or private and non-profit waste management enterprises  (See RDS10202 Water provision and waste services)
1,RDS108,Agriculture (including fisheries and forestry),Exclusion(s),scientific activities directed towards energy efficiency measures  (See RDS10506 Energy conservation and efficiency)
1,RDS108,Agriculture (including fisheries and forestry),Exclusion(s),"scientific activities directed towards the development of rural areas, on the construction and planning of buildings, on the improvement of rural rest and recreation amenities and agricultural water supply  (See RDS104 Transport, telecommunication and other infrastructures (including buildings))"
1,RDS108,Agriculture (including fisheries and forestry),Exclusion(s),"scientific activities directed towards the food industry  (See RDS10602 Industrial processes related to agricultural products (except wood, paper and fiber))"
1,RDS108,Agriculture (including fisheries and forestry),Exclusion(s),"scientific activities directed towards research into pollution, except protection against harmful effects in town and country planning, and into environments affected by agricultural, fisheries and forestry activities  (See RDS102 Environmental protection)"
2,RDS10801,Forestry,Illustrative example(s),hardwood plantations 
2,RDS10801,Forestry,Illustrative example(s),harvesting and transport of forest products 
2,RDS10801,Forestry,Illustrative example(s),integration of farm and forestry 
2,RDS10801,Forestry,Illustrative example(s),native forests 
2,RDS10801,Forestry,Illustrative example(s),softwood plantations 
2,RDS10801,Forestry,All examples,"forestry, n.e.c. "
2,RDS10801,Forestry,All examples,hardwood plantations 
2,RDS10801,Forestry,All examples,harvesting and transport of forest products 
2,RDS10801,Forestry,All examples,integration of farm and forestry 
2,RDS10801,Forestry,All examples,native forests 
2,RDS10801,Forestry,All examples,softwood plantations 
2,RDS10801,Forestry,Exclusion(s),"processing of wood and manufacturing of wood and paper products, other than prefabricated wooden buildings or wooden furniture  (See RDS10604 Wood, wood products and paper)"
2,RDS10802,Soils,Illustrative example(s),coastal and estuarine soils 
2,RDS10802,Soils,Illustrative example(s),"farmland, arable cropland and permanent cropland soils "
2,RDS10802,Soils,Illustrative example(s),forest and woodlands soils 
2,RDS10802,Soils,Illustrative example(s),mining soils 
2,RDS10802,Soils,Illustrative example(s),mountain and high country soils 
2,RDS10802,Soils,Illustrative example(s),"sparseland, permanent grassland and arid zone soils "
2,RDS10802,Soils,Illustrative example(s),urban and industrial soils 
2,RDS10802,Soils,All examples,coastal and estuarine soils 
2,RDS10802,Soils,All examples,"farmland, arable cropland and permanent cropland soils "
2,RDS10802,Soils,All examples,forest and woodlands soils 
2,RDS10802,Soils,All examples,mining soils 
2,RDS10802,Soils,All examples,mountain and high country soils 
2,RDS10802,Soils,All examples,"soils, n.e.c. "
2,RDS10802,Soils,All examples,"sparseland, permanent grassland and arid zone soils "
2,RDS10802,Soils,All examples,urban and industrial soils 
2,RDS10802,Soils,Exclusion(s),soils or land associated with water management  (See RDS10407 Land and water management)
2,RDS10803,Crops,Illustrative example(s),"improving the characteristics, propagation and growing of canola (including rapeseed) "
2,RDS10803,Crops,Illustrative example(s),"improving the characteristics, propagation and growing of horticultural crops "
2,RDS10803,Crops,Illustrative example(s),"improving the characteristics, propagation and growing of industrial crops "
2,RDS10803,Crops,Illustrative example(s),"improving the characteristics, propagation and growing of summer grains and oilseeds "
2,RDS10803,Crops,Illustrative example(s),"improving the characteristics, propagation and growing of wine grapes "
2,RDS10803,Crops,Illustrative example(s),"improving the characteristics, propagation and growing of winter grains and oilseeds "
2,RDS10803,Crops,Illustrative example(s),"pasture, browse and fodder crops "
2,RDS10803,Crops,All examples,"improving the characteristics, propagation and growing of summer grains and oilseeds "
2,RDS10803,Crops,All examples,"improving the characteristics, propagation and growing of canola (including rapeseed) "
2,RDS10803,Crops,All examples,"improving the characteristics, propagation and growing of crops n.e.c. "
2,RDS10803,Crops,All examples,"improving the characteristics, propagation and growing of horticultural crops "
2,RDS10803,Crops,All examples,"improving the characteristics, propagation and growing of industrial crops "
2,RDS10803,Crops,All examples,"improving the characteristics, propagation and growing of wine grapes "
2,RDS10803,Crops,All examples,"improving the characteristics, propagation and growing of winter grains and oilseeds "
2,RDS10803,Crops,All examples,"pasture, browse and fodder crops "
2,RDS10803,Crops,Exclusion(s),"harvesting, handling and packing of crops  (See RDS10804 Harvesting and packing of plant products)"
2,RDS10803,Crops,Exclusion(s),"harvesting, handling and packing of fresh fruits and vegetable  (See RDS10804 Harvesting and packing of plant products)"
2,RDS10803,Crops,Exclusion(s),"manufacturing of any processed products from horticultural plants  (See RDS10602 Industrial processes related to agricultural products (except wood, paper and fiber))"
2,RDS10803,Crops,Exclusion(s),operation of irrigation systems  (See RDS10202 Water provision and waste services)
2,RDS10803,Crops,Exclusion(s),transportation of crops  (See RDS10405 Transport systems)
2,RDS10804,Harvesting and packing of plant products,Illustrative example(s),"improving technologies, processes and methods used for harvesting, handling and packing of cotton lint and cotton seed "
2,RDS10804,Harvesting and packing of plant products,Illustrative example(s),"improving technologies, processes and methods used for harvesting, handling and packing of fresh fruits and vegetables "
2,RDS10804,Harvesting and packing of plant products,Illustrative example(s),plant product traceability and quality assurance (except forest products) 
2,RDS10804,Harvesting and packing of plant products,Illustrative example(s),unprocessed grains 
2,RDS10804,Harvesting and packing of plant products,Illustrative example(s),unprocessed industrial crops 
2,RDS10804,Harvesting and packing of plant products,Illustrative example(s),unprocessed oilseeds 
2,RDS10804,Harvesting and packing of plant products,All examples,"harvesting, handling and packing of plant products, n.e.c. "
2,RDS10804,Harvesting and packing of plant products,All examples,"improving technologies, processes and methods used for harvesting, handling and packing of cotton lint and cotton seed "
2,RDS10804,Harvesting and packing of plant products,All examples,"improving technologies, processes and methods used for harvesting, handling and packing of fresh fruits and vegetables "
2,RDS10804,Harvesting and packing of plant products,All examples,plant product traceability and quality assurance (except forest products) 
2,RDS10804,Harvesting and packing of plant products,All examples,unprocessed grains 
2,RDS10804,Harvesting and packing of plant products,All examples,unprocessed industrial crops 
2,RDS10804,Harvesting and packing of plant products,All examples,unprocessed oilseeds 
2,RDS10804,Harvesting and packing of plant products,Exclusion(s),harvesting and transport of forest products  (See RDS10801 Forestry)
2,RDS10804,Harvesting and packing of plant products,Exclusion(s),"improvement of the characteristics, propagation and growing of crops from which these plant products are obtained  (See RDS10803 Crops)"
2,RDS10804,Harvesting and packing of plant products,Exclusion(s),"manufacturing of products other than biofuels from further processing of these plant products  (See RDS10602 Industrial processes related to agricultural products (except wood, paper and fiber))"
2,RDS10804,Harvesting and packing of plant products,Exclusion(s),plant product traceability and quality assurance of forest products  (See RDS10801 Forestry)
2,RDS10804,Harvesting and packing of plant products,Exclusion(s),production of biofuels from plant products  (See RDS10502 Preparation and production of energy sources)
2,RDS10804,Harvesting and packing of plant products,Exclusion(s),"transportation of plant products, other than forest products  (See RDS10405 Transport systems)"
2,RDS10805,Fisheries (including aquaculture and wild caught),Illustrative example(s),crustaceans 
2,RDS10805,Fisheries (including aquaculture and wild caught),Illustrative example(s),edible molluscs 
2,RDS10805,Fisheries (including aquaculture and wild caught),Illustrative example(s),fish for bait 
2,RDS10805,Fisheries (including aquaculture and wild caught),Illustrative example(s),recreational fisheries 
2,RDS10805,Fisheries (including aquaculture and wild caught),Illustrative example(s),trout 
2,RDS10805,Fisheries (including aquaculture and wild caught),Illustrative example(s),tuna 
2,RDS10805,Fisheries (including aquaculture and wild caught),Illustrative example(s),wild caught atlantic salmon 
2,RDS10805,Fisheries (including aquaculture and wild caught),All examples,crustaceans 
2,RDS10805,Fisheries (including aquaculture and wild caught),All examples,edible molluscs 
2,RDS10805,Fisheries (including aquaculture and wild caught),All examples,fish for bait 
2,RDS10805,Fisheries (including aquaculture and wild caught),All examples,"fisheries (including aquaculture and wild caught), n.e.c. "
2,RDS10805,Fisheries (including aquaculture and wild caught),All examples,recreational fisheries 
2,RDS10805,Fisheries (including aquaculture and wild caught),All examples,salmon 
2,RDS10805,Fisheries (including aquaculture and wild caught),All examples,trout 
2,RDS10805,Fisheries (including aquaculture and wild caught),All examples,tuna 
2,RDS10805,Fisheries (including aquaculture and wild caught),All examples,wild caught atlantic salmon 
2,RDS10806,Livestock raising (including beekeeping and pet breeding),Illustrative example(s),cattle and calves 
2,RDS10806,Livestock raising (including beekeeping and pet breeding),Illustrative example(s),hogs 
2,RDS10806,Livestock raising (including beekeeping and pet breeding),Illustrative example(s),poultry 
2,RDS10806,Livestock raising (including beekeeping and pet breeding),All examples,cattle and calves 
2,RDS10806,Livestock raising (including beekeeping and pet breeding),All examples,hogs 
2,RDS10806,Livestock raising (including beekeeping and pet breeding),All examples,"livestock raising (including beekeeping and pet breeding), n.e.c. "
2,RDS10806,Livestock raising (including beekeeping and pet breeding),All examples,poultry 
2,RDS10806,Livestock raising (including beekeeping and pet breeding),Exclusion(s),"animal welfare and livestock product traceability and quality assurance  (See RDS10899 Agriculture, n.e.c.)"
2,RDS10806,Livestock raising (including beekeeping and pet breeding),Exclusion(s),"manufacturing of processed livestock products (except skins for leather)  (See RDS10602 Industrial processes related to agricultural products (except wood, paper and fiber))"
2,RDS10806,Livestock raising (including beekeeping and pet breeding),Exclusion(s),"manufacturing of processed skins (for leather)  (See RDS10603 Leather products, fibre processing and textiles)"
2,RDS10806,Livestock raising (including beekeeping and pet breeding),Exclusion(s),"preparation, handling, and storage of primary livestock products  (See RDS10807 Primary animal products)"
2,RDS10807,Primary animal products,Illustrative example(s),eggs in shell 
2,RDS10807,Primary animal products,Illustrative example(s),natural honey 
2,RDS10807,Primary animal products,Illustrative example(s),pregnant mare urine 
2,RDS10807,Primary animal products,Illustrative example(s),raw furskins 
2,RDS10807,Primary animal products,Illustrative example(s),raw wool and animal hair 
2,RDS10807,Primary animal products,Illustrative example(s),unprocessed and minimally processed milk 
2,RDS10807,Primary animal products,All examples,eggs in shell 
2,RDS10807,Primary animal products,All examples,natural honey 
2,RDS10807,Primary animal products,All examples,pregnant mare urine 
2,RDS10807,Primary animal products,All examples,"primary animal products, n.e.c. "
2,RDS10807,Primary animal products,All examples,raw furskins 
2,RDS10807,Primary animal products,All examples,raw wool and animal hair 
2,RDS10807,Primary animal products,All examples,unprocessed and minimally processed milk 
2,RDS10807,Primary animal products,Exclusion(s),"animal welfare  (See RDS10899 Agriculture, n.e.c.)"
2,RDS10807,Primary animal products,Exclusion(s),improving the characteristics and harvesting of fish  (See RDS10805 Fisheries (including aquaculture and wild caught))
2,RDS10807,Primary animal products,Exclusion(s),"manufacturing of processed livestock products (except skins for leather)  (See RDS10602 Industrial processes related to agricultural products (except wood, paper and fiber))"
2,RDS10807,Primary animal products,Exclusion(s),"manufacturing of processed skins (for leather)  (See RDS10603 Leather products, fibre processing and textiles)"
2,RDS10807,Primary animal products,Exclusion(s),raising livestock from which these products are obtained  (See RDS10806 Livestock raising (including beekeeping and pet breeding))
2,RDS10807,Primary animal products,Exclusion(s),transportation of live animals or animal products  (See RDS10405 Transport systems)
2,RDS10899,"Agriculture, n.e.c.",Illustrative example(s),animal welfare 
2,RDS10899,"Agriculture, n.e.c.",Illustrative example(s),fish product traceability and quality assurance 
2,RDS10899,"Agriculture, n.e.c.",Illustrative example(s),livestock product traceability and quality assurance 
2,RDS10899,"Agriculture, n.e.c.",All examples,animal welfare 
2,RDS10899,"Agriculture, n.e.c.",All examples,advancement of knowledge in activities related to agriculture 
2,RDS10899,"Agriculture, n.e.c.",All examples,fish product traceability and quality assurance 
2,RDS10899,"Agriculture, n.e.c.",All examples,livestock product traceability and quality assurance 
2,RDS10899,"Agriculture, n.e.c.",All examples,"other agriculture, n.e.c. "
2,RDS10899,"Agriculture, n.e.c.",Exclusion(s),cereal crops grown for both grain and fodder or for feed grain or fodder alone  (See RDS10803 Crops)
2,RDS10899,"Agriculture, n.e.c.",Exclusion(s),transportation of live animals or animal products  (See RDS10405 Transport systems)
1,RDS109,Education,Exclusion(s),"ethical issues such as business ethics, social ethics, environmental ethics  (See RDS11008 Ethics)"
1,RDS109,Education,Exclusion(s),public health education  (See RDS10703 Public health (except specific population health))
2,RDS10901,Stages of education,Illustrative example(s),early childhood education 
2,RDS10901,Stages of education,Illustrative example(s),higher education 
2,RDS10901,Stages of education,Illustrative example(s),primary education 
2,RDS10901,Stages of education,Illustrative example(s),professional development and adult education 
2,RDS10901,Stages of education,Illustrative example(s),secondary education 
2,RDS10901,Stages of education,All examples,early childhood education 
2,RDS10901,Stages of education,All examples,higher education 
2,RDS10901,Stages of education,All examples,primary education 
2,RDS10901,Stages of education,All examples,professional development and adult education 
2,RDS10901,Stages of education,All examples,secondary education 
2,RDS10901,Stages of education,All examples,"stages of education, n.e.c. "
2,RDS10901,Stages of education,Exclusion(s),"educational needs of Indigenous Peoples, learners of specific genders, gifted learners and disabled learners  (See RDS10903 Educational institutions, systems, and policies)"
2,RDS10901,Stages of education,Exclusion(s),"improvement of school, institution learning environments, and education and training systems  (See RDS10903 Educational institutions, systems, and policies)"
2,RDS10901,Stages of education,Exclusion(s),"improvement of teaching, instruction techniques, and curricula development  (See RDS10902 Teaching methods and curriculum)"
2,RDS10902,Teaching methods and curriculum,Illustrative example(s),"assessment, development, and evaluation of curriculum "
2,RDS10902,Teaching methods and curriculum,Illustrative example(s),pedagogy 
2,RDS10902,Teaching methods and curriculum,Illustrative example(s),teacher and instructor development 
2,RDS10902,Teaching methods and curriculum,Illustrative example(s),teaching and instruction technologies 
2,RDS10902,Teaching methods and curriculum,All examples,"assessment, development, and evaluation of curriculum "
2,RDS10902,Teaching methods and curriculum,All examples,pedagogy 
2,RDS10902,Teaching methods and curriculum,All examples,teacher and instructor development 
2,RDS10902,Teaching methods and curriculum,All examples,teaching and instruction technologies 
2,RDS10902,Teaching methods and curriculum,All examples,"teaching methods and curriculum, n.e.c. "
2,RDS10902,Teaching methods and curriculum,Exclusion(s),"improvement of school, institution learning environments, and education and training systems  (See RDS10903 Educational institutions, systems, and policies)"
2,RDS10903,"Educational institutions, systems, and policies",Illustrative example(s),equity and access to education 
2,RDS10903,"Educational institutions, systems, and policies",Illustrative example(s),gender aspects of education 
2,RDS10903,"Educational institutions, systems, and policies",Illustrative example(s),indigenous education 
2,RDS10903,"Educational institutions, systems, and policies",Illustrative example(s),"management, resources, and leadership in education "
2,RDS10903,"Educational institutions, systems, and policies",Illustrative example(s),policies and development in education 
2,RDS10903,"Educational institutions, systems, and policies",Illustrative example(s),special needs education (including gifted and disabled learners) 
2,RDS10903,"Educational institutions, systems, and policies",Illustrative example(s),workforce transition and employment 
2,RDS10903,"Educational institutions, systems, and policies",All examples,"educational institutions, systems, and policies, n.e.c. "
2,RDS10903,"Educational institutions, systems, and policies",All examples,equity and access to education 
2,RDS10903,"Educational institutions, systems, and policies",All examples,gender aspects of education 
2,RDS10903,"Educational institutions, systems, and policies",All examples,indigenous education 
2,RDS10903,"Educational institutions, systems, and policies",All examples,"management, resources, and leadership in education "
2,RDS10903,"Educational institutions, systems, and policies",All examples,policies and development in education 
2,RDS10903,"Educational institutions, systems, and policies",All examples,special needs education (including gifted and disabled learners) 
2,RDS10903,"Educational institutions, systems, and policies",All examples,workforce transition and employment 
2,RDS10903,"Educational institutions, systems, and policies",Exclusion(s),"improvement of teaching, instruction techniques, and curricula development  (See RDS10902 Teaching methods and curriculum)"
2,RDS10999,"Education, n.e.c.",All examples,advancement of knowledge in activities related to education and training 
2,RDS10999,"Education, n.e.c.",All examples,"other education and training, n.e.c. "
2,RDS11001,Information services,Illustrative example(s),electronic information storage and retrieval services 
2,RDS11001,Information services,Illustrative example(s),library and archival services 
2,RDS11001,Information services,Illustrative example(s),news collection services 
2,RDS11001,Information services,Illustrative example(s),open access services 
2,RDS11001,Information services,Illustrative example(s),"presentation of information, including displays, in libraries "
2,RDS11001,Information services,Illustrative example(s),"presentation of information, including displays, in museums and art galleries "
2,RDS11001,Information services,All examples,electronic information storage and retrieval services 
2,RDS11001,Information services,All examples,"information services, n.e.c. "
2,RDS11001,Information services,All examples,library and archival services 
2,RDS11001,Information services,All examples,news collection services 
2,RDS11001,Information services,All examples,open access services 
2,RDS11001,Information services,All examples,"presentation of information, including displays, in educational centres "
2,RDS11001,Information services,All examples,"presentation of information, including displays, in libraries "
2,RDS11001,Information services,All examples,"presentation of information, including displays, in museums and art galleries "
2,RDS11001,Information services,Exclusion(s),news or media related information services  (See RDS11002 Media services)
2,RDS11002,Media services,Illustrative example(s),"animation, video games, and computer generated imagery services "
2,RDS11002,Media services,Illustrative example(s),internet and digital and social media 
2,RDS11002,Media services,Illustrative example(s),online streaming services 
2,RDS11002,Media services,Illustrative example(s),publishing and print services 
2,RDS11002,Media services,Illustrative example(s),"radio, television, film and video services (including broadcasting) "
2,RDS11002,Media services,All examples,"animation, video games, and computer generated imagery services "
2,RDS11002,Media services,All examples,internet and digital and social media 
2,RDS11002,Media services,All examples,"media services, n.e.c. "
2,RDS11002,Media services,All examples,online streaming services 
2,RDS11002,Media services,All examples,publishing and print services 
2,RDS11002,Media services,All examples,"radio, television, film and video services (including broadcasting) "
2,RDS11002,Media services,Exclusion(s),"internet hosting  (See RDS10610 Information systems, technologies and services)"
2,RDS11002,Media services,Exclusion(s),music and theatre production mainly of a non-commercial nature  (See RDS11004 Arts and culture)
2,RDS11002,Media services,Exclusion(s),news collection services  (See RDS11001 Information services)
2,RDS11003,Tourism,Illustrative example(s),economic issues in tourism 
2,RDS11003,Tourism,Illustrative example(s),socio-cultural issues in tourism 
2,RDS11003,Tourism,Illustrative example(s),tourism infrastructure development 
2,RDS11003,Tourism,All examples,economic issues in tourism 
2,RDS11003,Tourism,All examples,socio-cultural issues in tourism 
2,RDS11003,Tourism,All examples,tourism infrastructure development 
2,RDS11003,Tourism,All examples,"tourism, n.e.c. "
2,RDS11003,Tourism,Exclusion(s),development of transport infrastructure  (See RDS10405 Transport systems)
2,RDS11003,Tourism,Exclusion(s),"hospitality and recreation services  (See RDS11005 Sports, exercise and recreation)"
2,RDS11004,Arts and culture,Illustrative example(s),art galleries and museums (except information displays) 
2,RDS11004,Arts and culture,Illustrative example(s),"creative and fine arts (including visual arts, graphics arts, and films) "
2,RDS11004,Arts and culture,Illustrative example(s),design and architecture 
2,RDS11004,Arts and culture,Illustrative example(s),digital humanities 
2,RDS11004,Arts and culture,Illustrative example(s),music 
2,RDS11004,Arts and culture,Illustrative example(s),performing arts (including theatre and dance) 
2,RDS11004,Arts and culture,All examples,art galleries and museums (except information displays) 
2,RDS11004,Arts and culture,All examples,"arts and culture, n.e.c. "
2,RDS11004,Arts and culture,All examples,"creative and fine arts (including visual arts, graphics arts, and films) "
2,RDS11004,Arts and culture,All examples,design and architecture 
2,RDS11004,Arts and culture,All examples,digital humanities 
2,RDS11004,Arts and culture,All examples,museum and art gallery collections (except information displays) 
2,RDS11004,Arts and culture,All examples,music 
2,RDS11004,Arts and culture,All examples,performing arts (including theatre and dance) 
2,RDS11004,Arts and culture,Exclusion(s),"presentation of information, including displays, in libraries, museums and art galleries, educational centres and similar facilities  (See RDS11001 Information services)"
2,RDS11004,Arts and culture,Exclusion(s),indigenous culture  (See RDS11007 Heritage (including Indigenous culture))
2,RDS11004,Arts and culture,Exclusion(s),"radio, television, film and video services  (See RDS11002 Media services)"
2,RDS11005,"Sports, exercise and recreation",Illustrative example(s),exercise and physical activity 
2,RDS11005,"Sports, exercise and recreation",Illustrative example(s),recreation and leisure 
2,RDS11005,"Sports, exercise and recreation",Illustrative example(s),sports 
2,RDS11005,"Sports, exercise and recreation",All examples,exercise and physical activity 
2,RDS11005,"Sports, exercise and recreation",All examples,hospitality and recreation services 
2,RDS11005,"Sports, exercise and recreation",All examples,"other sports, exercise and recreation, n.e.c. "
2,RDS11005,"Sports, exercise and recreation",All examples,recreation and leisure 
2,RDS11005,"Sports, exercise and recreation",All examples,sports 
2,RDS11006,"Communication, literature and language",Illustrative example(s),canadian official languages 
2,RDS11006,"Communication, literature and language",Illustrative example(s),communication across languages and culture 
2,RDS11006,"Communication, literature and language",Illustrative example(s),journalism and public relations 
2,RDS11006,"Communication, literature and language",Illustrative example(s),languages and literacy 
2,RDS11006,"Communication, literature and language",Illustrative example(s),linguistics and semantics 
2,RDS11006,"Communication, literature and language",Illustrative example(s),literature 
2,RDS11006,"Communication, literature and language",Illustrative example(s),visual communication 
2,RDS11006,"Communication, literature and language",Illustrative example(s),writing studies 
2,RDS11006,"Communication, literature and language",All examples,canadian official languages 
2,RDS11006,"Communication, literature and language",All examples,communication across languages and culture 
2,RDS11006,"Communication, literature and language",All examples,"communication, n.e.c. "
2,RDS11006,"Communication, literature and language",All examples,journalism and public relations 
2,RDS11006,"Communication, literature and language",All examples,languages and literacy 
2,RDS11006,"Communication, literature and language",All examples,linguistics and semantics 
2,RDS11006,"Communication, literature and language",All examples,literature 
2,RDS11006,"Communication, literature and language",All examples,visual communication 
2,RDS11006,"Communication, literature and language",All examples,writing studies 
2,RDS11006,"Communication, literature and language",Exclusion(s),broadcasting services; social media; publishing and printing services; and film and video services  (See RDS11002 Media services)
2,RDS11006,"Communication, literature and language",Exclusion(s),"library databases and information processing; presentation of information, and news collection services  (See RDS11001 Information services)"
2,RDS11006,"Communication, literature and language",Exclusion(s),"understanding past and current societies  (See RDS11010 Understanding of societies, past and current)"
2,RDS11007,Heritage (including Indigenous culture),Illustrative example(s),conserving cultural heritage and traditions 
2,RDS11007,Heritage (including Indigenous culture),Illustrative example(s),conserving natural and environmental heritage 
2,RDS11007,Heritage (including Indigenous culture),Illustrative example(s),indigenous artefacts 
2,RDS11007,Heritage (including Indigenous culture),Illustrative example(s),indigenous knowledge 
2,RDS11007,Heritage (including Indigenous culture),Illustrative example(s),indigenous language 
2,RDS11007,Heritage (including Indigenous culture),Illustrative example(s),treaty rights 
2,RDS11007,Heritage (including Indigenous culture),Illustrative example(s),truth and reconciliation 
2,RDS11007,Heritage (including Indigenous culture),All examples,conserving cultural heritage and traditions 
2,RDS11007,Heritage (including Indigenous culture),All examples,conserving natural and environmental heritage 
2,RDS11007,Heritage (including Indigenous culture),All examples,"heritage (including indigenous culture), n.e.c. "
2,RDS11007,Heritage (including Indigenous culture),All examples,indigenous artefacts 
2,RDS11007,Heritage (including Indigenous culture),All examples,indigenous knowledge 
2,RDS11007,Heritage (including Indigenous culture),All examples,indigenous language 
2,RDS11007,Heritage (including Indigenous culture),All examples,treaty rights 
2,RDS11007,Heritage (including Indigenous culture),All examples,truth and reconciliation 
2,RDS11007,Heritage (including Indigenous culture),Exclusion(s),"environment, urban and regional planning  (See RDS11108 Environment, urban, and rural planning and development)"
2,RDS11007,Heritage (including Indigenous culture),Exclusion(s),urban and regional planning unrelated to heritage  (See RDS10401 Construction planning)
2,RDS11008,Ethics,Illustrative example(s),bioethics 
2,RDS11008,Ethics,Illustrative example(s),business ethics 
2,RDS11008,Ethics,Illustrative example(s),environmental ethics 
2,RDS11008,Ethics,Illustrative example(s),social ethics 
2,RDS11008,Ethics,Illustrative example(s),technological ethics 
2,RDS11008,Ethics,Illustrative example(s),workplace and organisational ethics 
2,RDS11008,Ethics,All examples,bioethics 
2,RDS11008,Ethics,All examples,business ethics 
2,RDS11008,Ethics,All examples,environmental ethics 
2,RDS11008,Ethics,All examples,"ethics, n.e.c. "
2,RDS11008,Ethics,All examples,social ethics 
2,RDS11008,Ethics,All examples,technological ethics 
2,RDS11008,Ethics,All examples,workplace and organisational ethics 
2,RDS11008,Ethics,Exclusion(s),moral development in individuals  (See RDS10901 Stages of education)
2,RDS11009,Religion,Illustrative example(s),religion and society 
2,RDS11009,Religion,Illustrative example(s),religious structures and rituals 
2,RDS11009,Religion,Illustrative example(s),religious traditions 
2,RDS11009,Religion,All examples,religion and society 
2,RDS11009,Religion,All examples,"religion, n.e.c. "
2,RDS11009,Religion,All examples,religious structures and rituals 
2,RDS11009,Religion,All examples,religious traditions 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),environmental role on societies 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),technology impacts and societal development 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),understanding Africa's past and current societies 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),understanding Asia's past and current societies 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),understanding Canada's past and current societies 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),understanding cultural and social difference 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),understanding Europe's past and current societies 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),understanding Oceania's past and current societies 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),understanding of industrial societies 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),understanding of postindustrial societies 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),understanding the past and current societies of the Americas 
2,RDS11010,"Understanding of societies, past and current",Illustrative example(s),understanding of preindustrial societies 
2,RDS11010,"Understanding of societies, past and current",All examples,environmental role on societies 
2,RDS11010,"Understanding of societies, past and current",All examples,technology impacts and societal development 
2,RDS11010,"Understanding of societies, past and current",All examples,understanding Africa's past and current societies 
2,RDS11010,"Understanding of societies, past and current",All examples,understanding Asia's past and current societies 
2,RDS11010,"Understanding of societies, past and current",All examples,understanding Canada's past and current societies 
2,RDS11010,"Understanding of societies, past and current",All examples,understanding cultural and social difference 
2,RDS11010,"Understanding of societies, past and current",All examples,understanding Europe's past and current societies 
2,RDS11010,"Understanding of societies, past and current",All examples,understanding Oceania's past and current societies 
2,RDS11010,"Understanding of societies, past and current",All examples,understanding of industrial societies 
2,RDS11010,"Understanding of societies, past and current",All examples,understanding of postindustrial societies 
2,RDS11010,"Understanding of societies, past and current",All examples,"understanding of societies, past and current, n.e.c. "
2,RDS11010,"Understanding of societies, past and current",All examples,understanding the past and current societies of the Americas 
2,RDS11010,"Understanding of societies, past and current",All examples,understanding of preindustrial societies 
2,RDS11099,"Culture, recreation, and media, n.e.c.",All examples,"advancement of knowledge in activities related to culture, recreation and media "
2,RDS11099,"Culture, recreation, and media, n.e.c.",All examples,"culture, recreation, and media, n.e.c. "
2,RDS11101,Finance and economics,Illustrative example(s),economic growth 
2,RDS11101,Finance and economics,Illustrative example(s),"finance, investment, and insurance services "
2,RDS11101,Finance and economics,Illustrative example(s),"fiscal, monetary and industry policy "
2,RDS11101,Finance and economics,Illustrative example(s),income and wealth distribution 
2,RDS11101,Finance and economics,All examples,economic growth 
2,RDS11101,Finance and economics,All examples,"finance and economics, n.e.c. "
2,RDS11101,Finance and economics,All examples,"finance, investment, and insurance services "
2,RDS11101,Finance and economics,All examples,"fiscal, monetary and industry policy "
2,RDS11101,Finance and economics,All examples,income and wealth distribution 
