Level,Code,Class title,Element Type Label,Exclusion Code,Element Description,
3,RDF20601,Materials engineering,Exclusion(s),,"materials engineering associated with civil engineering applications (See RDF2010103 Concrete, cementitious materials and other architectural and construction materials)",
3,RDF20601,Materials engineering,Exclusion(s),,nanomaterials (See RDF2110107 Nanomaterials),
3,RDF20601,Materials engineering,Exclusion(s),,physical chemistry of materials (See RDF1040607 Physical chemistry of materials),
3,RDF20601,Materials engineering,Exclusion(s),,powder and particle technology (See RDF2050107 Powder and particle technology),
3,RDF20602,Resources engineering and extractive metallurgy,Exclusion(s),,civil geotechnical engineering (See RDF2010101 Geotechnical engineering),
3,RDF20602,Resources engineering and extractive metallurgy,Exclusion(s),,earth sciences (See RDF105 Earth and related environmental sciences),
3,RDF20602,Resources engineering and extractive metallurgy,Exclusion(s),,materials engineering (See RDF20601 Materials engineering),
3,RDF20602,Resources engineering and extractive metallurgy,Exclusion(s),,uranium processing and enrichment (See RDF2120107 Nuclear engineering (including fuel enrichment and nuclear waste processing and storage)),
2,RDF207,Medical and biomedical engineering,Exclusion(s),,history and philosophy of engineering (See RDF6030304 History and philosophy of engineering and technology),
3,RDF20701,Medical and biomedical engineering,Exclusion(s),,materials used in dentistry (See RDF3020401 Dental materials and equipment),
3,RDF20701,Medical and biomedical engineering,Exclusion(s),,medical biotechnology (See RDF30401 Medical biotechnology),
4,RDF2070101,Biomedical materials,Exclusion(s),,dental materials (See RDF3020401 Dental materials and equipment),
4,RDF2070101,Biomedical materials,Exclusion(s),,materials used in dentistry (See RDF3020401 Dental materials and equipment),
4,RDF2070104,Medical devices,Exclusion(s),,dental materials and equipment (including dental devices) (See RDF3020401 Dental materials and equipment),
4,RDF2070105,Rehabilitation engineering (except assistive technologies),Exclusion(s),,assistive technologies (See RDF2020105 Assistive technologies),
4,RDF2070105,Rehabilitation engineering (except assistive technologies),Exclusion(s),,rehabilitation medicine (See RDF30303 Rehabilitation medicine),
4,RDF2070107,Biomedical signal processing,Exclusion(s),,biomedical instrumentation (See RDF2070103 Biomedical instrumentation (including diagnostics)),
4,RDF2070107,Biomedical signal processing,Exclusion(s),,bio-signal processing with no direct medical application (See RDF2030309 Bio-signal processing and analysis),
4,RDF2070108,Biomedical robotics,Exclusion(s),,robotics associated with artificial intelligence (See RDF1020102 Intelligent robotics),
2,RDF208,Environmental engineering and related engineering,Exclusion(s),,history and philosophy of engineering (See RDF6030304 History and philosophy of engineering and technology),
3,RDF20801,Environmental engineering,Exclusion(s),,agricultural hydrology (See RDF4040111 Agricultural hydrology),
3,RDF20801,Environmental engineering,Exclusion(s),,environmental biotechnology (See RDF20901 Environmental biotechnology),
3,RDF20801,Environmental engineering,Exclusion(s),,environmental sciences (See RDF105 Earth and related environmental sciences),
3,RDF20801,Environmental engineering,Exclusion(s),,surface water hydrology (See RDF1050703 Surface water hydrology),
4,RDF2080101,Residual materials management,Exclusion(s),,waste management (See RDF2080107 Waste management (including agricultural waste)),
4,RDF2080107,Waste management (including agricultural waste),Exclusion(s),,residual materials (recycling) management (See RDF2080101 Residual materials management),
3,RDF20802,Geomatics engineering,Exclusion(s),,geomatics associated with earth systems observations (See RDF10509 Geomatics and earth systems observations),
3,RDF20802,Geomatics engineering,Exclusion(s),,geophysics (See RDF10504 Geophysics),
4,RDF2080204,Remote sensing in geomatics and photogrammetry,Exclusion(s),,communication antennas for use in remote sensing (See RDF20302 Communications and networks technologies),
2,RDF209,Environmental biotechnology,Exclusion(s),,history and philosophy of technology (See RDF6030304 History and philosophy of engineering and technology),
3,RDF20901,Environmental biotechnology,Exclusion(s),,agricultural biotechnology (See RDF40401 Agricultural biotechnology),
3,RDF20901,Environmental biotechnology,Exclusion(s),,environmental engineering (See RDF20801 Environmental engineering),
3,RDF20901,Environmental biotechnology,Exclusion(s),,environmental sciences (See RDF105 Earth and related environmental sciences),
3,RDF20901,Environmental biotechnology,Exclusion(s),,"ethical use of biotechnology (See RDF6030203 Ethics in technology (e.g., digital, artificial intelligence))",
3,RDF20901,Environmental biotechnology,Exclusion(s),,medical biotechnology (See RDF30401 Medical biotechnology),
3,RDF20901,Environmental biotechnology,Exclusion(s),,nanobiotechnology (See RDF2110102 Nanobiotechnology),
4,RDF2090103,Bioremediation,Exclusion(s),,bioremediation associated with soil restoration (See RDF2080104 Bioremediation and soil restoration),
2,RDF210,Industrial biotechnology,Exclusion(s),,agricultural biotechnology (See RDF40401 Agricultural biotechnology),
2,RDF210,Industrial biotechnology,Exclusion(s),,food engineering (See RDF4040208 Food engineering),
2,RDF210,Industrial biotechnology,Exclusion(s),,history and philosophy of technology (See RDF6030304 History and philosophy of engineering and technology),
3,RDF21001,Industrial biotechnology,Exclusion(s),,agricultural biotechnology (See RDF40401 Agricultural biotechnology),
3,RDF21001,Industrial biotechnology,Exclusion(s),,catalysis without a biological component (See RDF2050102 Catalytic process engineering),
3,RDF21001,Industrial biotechnology,Exclusion(s),,environmental biotechnology (See RDF20901 Environmental biotechnology),
3,RDF21001,Industrial biotechnology,Exclusion(s),,"ethical use of biotechnology (See RDF6030203 Ethics in technology (e.g., digital, artificial intelligence))",
3,RDF21001,Industrial biotechnology,Exclusion(s),,fermentation for the production of foodstuffs (See RDF4040201 Food chemistry (including fermentation)),
3,RDF21001,Industrial biotechnology,Exclusion(s),,food engineering (See RDF4040208 Food engineering),
3,RDF21001,Industrial biotechnology,Exclusion(s),,medical biotechnology (See RDF30401 Medical biotechnology),
3,RDF21001,Industrial biotechnology,Exclusion(s),,nanobiotechnology (See RDF2110102 Nanobiotechnology),
2,RDF211,Nano-technology,Exclusion(s),,history and philosophy of technology (See RDF6030304 History and philosophy of engineering and technology),
3,RDF21101,Nano-technology,Exclusion(s),,environmental sciences (See RDF105 Earth and related environmental sciences),
3,RDF21101,Nano-technology,Exclusion(s),,"ethical use of nanotechnology (See RDF6030203 Ethics in technology (e.g., digital, artificial intelligence))",
3,RDF21101,Nano-technology,Exclusion(s),,materials engineering (See RDF20601 Materials engineering),
3,RDF21101,Nano-technology,Exclusion(s),,microelectromechanical systems (mems) (See RDF2049904 Microelectromechanical systems (MEMS)),
3,RDF21101,Nano-technology,Exclusion(s),,nanochemistry (See RDF1040402 Nanochemistry),
4,RDF2110104,Nanoelectronics,Exclusion(s),,molecular and organic electronics (See RDF2110113 Molecular and organic electronics),
2,RDF212,Other engineering and technologies,Exclusion(s),,food engineering (See RDF4040208 Food engineering),
2,RDF212,Other engineering and technologies,Exclusion(s),,history and philosophy of technology (See RDF6030304 History and philosophy of engineering and technology),
3,RDF21201,Engineering design,Exclusion(s),,chemical engineering design (See RDF2050103 Chemical engineering design),
3,RDF21201,Engineering design,Exclusion(s),,environmental engineering design (See RDF20801 Environmental engineering),
3,RDF21201,Engineering design,Exclusion(s),,industrial design (See RDF2040313 Industrial design in manufacturing engineering),
3,RDF21201,Engineering design,Exclusion(s),,"satellite, space vehicle and missile design (See RDF2040108 Satellites, space vehicles and missiles design and testing)",
2,RDF301,Basic medicine and life sciences,Exclusion(s),,"animal biophysics (See RDF1060801 Animal physiology, biophysics)",
2,RDF301,Basic medicine and life sciences,Exclusion(s),,animal immunology (See RDF1061004 Animal immunology),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,"animal toxicology (See RDF1060811 Animal physiology, toxicology)",
2,RDF301,Basic medicine and life sciences,Exclusion(s),,behavioural neuroscience of learning and memory (See RDF1061105 Behavioural neuroscience of learning and memory),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,behavioural neuroscience of reward and motivation (See RDF1061106 Behavioural neuroscience of reward and motivation),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,"biological and chemical aspects of neurosciences (See RDF10611 Neurosciences, biological and chemical aspects)",
2,RDF301,Basic medicine and life sciences,Exclusion(s),,clinical medicine (See RDF302 Clinical medicine),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,clinical microbiology (See RDF3020202 Clinical microbiology),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,"dental therapeutics, pharmacology and toxicology (See RDF3020402 Dental therapeutics, pharmacology and toxicology)",
2,RDF301,Basic medicine and life sciences,Exclusion(s),,ecotoxicology (See RDF1051010 Ecotoxicology),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,genetics (See RDF10606 Genetics),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,health sciences (See RDF303 Health sciences),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,history and philosophy of basic medicine (See RDF6030306 History and philosophy of medicine),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,history and philosophy of medicine (See RDF6030306 History and philosophy of medicine),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,history of medicine and health care (See RDF6010112 History of medicine and health care),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,human microbiology not associated with basic medicine (See RDF10607 Microbiology),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,medical biotechnology (See RDF30401 Medical biotechnology),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,medical ethics (See RDF6030206 Medical ethics),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,medical physics (See RDF1039902 Medical physics),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,medicinal and biomolecular chemistry (See RDF10405 Biomolecular and medicinal chemistry),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,microbiology (except virology) related to veterinary practice (See RDF4030106 Veterinary microbiology (except virology)),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,nanomedicine (See RDF2110108 Nanomedicine),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,"nanotoxicology (See RDF2110112 Nanotoxicology, health and safety)",
2,RDF301,Basic medicine and life sciences,Exclusion(s),,neurocognitive patterns and neural networks (See RDF1061107 Neurocognitive patterns and neural networks),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,neurology (See RDF3020227 Neurology),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,nursing (See RDF30306 Nursing),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,pediatrics and reproductive medicine (See RDF30205 Pediatrics and reproductive medicine),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,reproductive health ethics (See RDF6030210 Reproductive health ethics),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,veterinary medicine (See RDF4030105 Veterinary medicine),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,veterinary sciences (See RDF40301 Veterinary sciences),
2,RDF301,Basic medicine and life sciences,Exclusion(s),,veterinary virology (See RDF4030111 Veterinary virology),
3,RDF30101,Immunology,Exclusion(s),,immune diseases (See RDF3010113 Immune diseases),
3,RDF30103,Medical microbiology,Exclusion(s),,clinical microbiology (See RDF3020202 Clinical microbiology),
3,RDF30103,Medical microbiology,Exclusion(s),,human microbiology not associated with basic medicine (See RDF10607 Microbiology),
3,RDF30103,Medical microbiology,Exclusion(s),,microbiology (except virology) related to veterinary practice (See RDF4030106 Veterinary microbiology (except virology)),
3,RDF30103,Medical microbiology,Exclusion(s),,veterinary virology (See RDF4030111 Veterinary virology),
3,RDF30104,"Neurosciences, medical and physiological and health aspects",Exclusion(s),,behavioural neuroscience of learning and memory (See RDF1061105 Behavioural neuroscience of learning and memory),
3,RDF30104,"Neurosciences, medical and physiological and health aspects",Exclusion(s),,behavioural neuroscience of reward and motivation (See RDF1061106 Behavioural neuroscience of reward and motivation),
3,RDF30104,"Neurosciences, medical and physiological and health aspects",Exclusion(s),,"biological and chemical aspects of neurosciences (See RDF10611 Neurosciences, biological and chemical aspects)",
3,RDF30104,"Neurosciences, medical and physiological and health aspects",Exclusion(s),,cognitive sciences (See RDF50102 Cognitive sciences),
3,RDF30104,"Neurosciences, medical and physiological and health aspects",Exclusion(s),,neurocognitive patterns and neural networks (See RDF1061107 Neurocognitive patterns and neural networks),
3,RDF30104,"Neurosciences, medical and physiological and health aspects",Exclusion(s),,neurology (See RDF3020227 Neurology),
3,RDF30104,"Neurosciences, medical and physiological and health aspects",Exclusion(s),,psychiatry and psychotherapy (See RDF3020223 Psychiatry (including psychotherapy)),
4,RDF3010419,Neurological disorders (except neuromuscular diseases),Exclusion(s),,neuromuscular diseases (See RDF3010404 Neuromuscular diseases),
4,RDF3010420,Neurorobotics,Exclusion(s),,robotics associated with artificial intelligence (See RDF1020102 Intelligent robotics),
4,RDF3010420,Neurorobotics,Exclusion(s),,robotics associated with biomedical engineering (See RDF2070108 Biomedical robotics),
3,RDF30105,Pharmacology and pharmaceutical sciences (except clinical aspects),Exclusion(s),,clinical pharmacy and pharmacy practice (See RDF3020232 Clinical pharmacy and pharmacy practice),
3,RDF30105,Pharmacology and pharmaceutical sciences (except clinical aspects),Exclusion(s),,clinical toxicology (See RDF3020233 Clinical toxicology),
3,RDF30105,Pharmacology and pharmaceutical sciences (except clinical aspects),Exclusion(s),,"dental therapeutics, pharmacology and toxicology (See RDF3020402 Dental therapeutics, pharmacology and toxicology)",
3,RDF30105,Pharmacology and pharmaceutical sciences (except clinical aspects),Exclusion(s),,medicinal and biomolecular chemistry (See RDF10405 Biomolecular and medicinal chemistry),
3,RDF30105,Pharmacology and pharmaceutical sciences (except clinical aspects),Exclusion(s),,pharmacology for veterinary use (See RDF4030109 Veterinary pharmacology),
3,RDF30105,Pharmacology and pharmaceutical sciences (except clinical aspects),Exclusion(s),,"translational and clinical pharmacology, and therapeutics (See RDF3020231 Translational and clinical pharmacology, and therapeutics)",
4,RDF3010503,Toxicology (except clinical toxicology),Exclusion(s),,clinical toxicology (See RDF3020233 Clinical toxicology),
3,RDF30106,Human physiology,Exclusion(s),,"animal biophysics (See RDF1060801 Animal physiology, biophysics)",
3,RDF30106,Human physiology,Exclusion(s),,animal physiology (See RDF10608 Animal physiology),
3,RDF30106,Human physiology,Exclusion(s),,exercise physiology (See RDF3010704 Exercise physiology),
3,RDF30106,Human physiology,Exclusion(s),,medical physics (See RDF1039902 Medical physics),
3,RDF30106,Human physiology,Exclusion(s),,neurophysiology (See RDF1061108 Neurophysiology),
3,RDF30106,Human physiology,Exclusion(s),,nutritional physiology (See RDF3030104 Nutritional physiology),
3,RDF30106,Human physiology,Exclusion(s),,physiology related to specific aspects of plant or animal production or veterinary (See RDF40 Agricultural and veterinary sciences),
3,RDF30106,Human physiology,Exclusion(s),,skeletal muscle physiology (See RDF3010702 Musculoskeletal biology and physiology),
3,RDF30107,Musculoskeletal health and human movement,Exclusion(s),,sport and exercise psychology (See RDF5010119 Sport and exercise psychology),
4,RDF3010704,Exercise physiology,Exclusion(s),,comparative biomechanics (See RDF1061013 Comparative biomechanics),
2,RDF302,Clinical medicine,Exclusion(s),,"acute care in clinical nursing (See RDF3030603 Clinical nursing, secondary (acute care))",
2,RDF302,Clinical medicine,Exclusion(s),,biochemistry of crop and pasture (See RDF4010203 Crop and pasture biochemistry and physiology),
2,RDF302,Clinical medicine,Exclusion(s),,biomaterials not solely restricted to dentistry (See RDF2070101 Biomedical materials),
2,RDF302,Clinical medicine,Exclusion(s),,cancer genetics (See RDF3010205 Cancer genetics),
2,RDF302,Clinical medicine,Exclusion(s),,clinical nutrition (See RDF3030101 Clinical nutrition),
2,RDF302,Clinical medicine,Exclusion(s),,health sciences (See RDF303 Health sciences),
2,RDF302,Clinical medicine,Exclusion(s),,history and philosophy of clinical medicine (See RDF6030306 History and philosophy of medicine),
2,RDF302,Clinical medicine,Exclusion(s),,history and philosophy of medicine (See RDF6030306 History and philosophy of medicine),
2,RDF302,Clinical medicine,Exclusion(s),,history of medicine and health care (See RDF6010112 History of medicine and health care),
2,RDF302,Clinical medicine,Exclusion(s),,immunogenetics (See RDF3010106 Immunogenetics (including genetic immunology)),
2,RDF302,Clinical medicine,Exclusion(s),,medical biotechnology (See RDF30401 Medical biotechnology),
2,RDF302,Clinical medicine,Exclusion(s),,medical ethics (See RDF6030206 Medical ethics),
2,RDF302,Clinical medicine,Exclusion(s),,medicinal and biomolecular chemistry (See RDF10405 Biomolecular and medicinal chemistry),
2,RDF302,Clinical medicine,Exclusion(s),,nursing (See RDF30306 Nursing),
2,RDF302,Clinical medicine,Exclusion(s),,pediatrics and reproductive medicine (See RDF30205 Pediatrics and reproductive medicine),
2,RDF302,Clinical medicine,Exclusion(s),,plant pathology (See RDF1060904 Plant pathology),
2,RDF302,Clinical medicine,Exclusion(s),,"preventive care in clinical nursing (See RDF3030602 Clinical nursing, primary (preventive care))",
2,RDF302,Clinical medicine,Exclusion(s),,"rehabilitative care in clinical nursing (See RDF3030604 Clinical nursing, tertiary (rehabilitative care))",
2,RDF302,Clinical medicine,Exclusion(s),,reproductive health ethics (See RDF6030210 Reproductive health ethics),
2,RDF302,Clinical medicine,Exclusion(s),,veterinary medicine (See RDF4030105 Veterinary medicine),
2,RDF302,Clinical medicine,Exclusion(s),,veterinary pathology (See RDF4030108 Veterinary pathology),
3,RDF30201,Cardiorespiratory medicine and hematology,Exclusion(s),,"pathology, other than oral pathology (See RDF3020221 Pathology (except oral pathology))",
4,RDF3020105,Respiratory sciences,Exclusion(s),,respiratory system pathologies (See RDF3020106 Respiratory system pathologies and clinical interventions),
3,RDF30202,Clinical sciences,Exclusion(s),,accelerators and other equipment for the production of radioisotopes for nuclear medicine (See RDF1039903 Instrumentation in physics),
3,RDF30202,Clinical sciences,Exclusion(s),,anthropological genetics (See RDF1060601 Anthropological genetics),
3,RDF30202,Clinical sciences,Exclusion(s),,basic cancer research (See RDF30102 Cancer),
3,RDF30202,Clinical sciences,Exclusion(s),,cancer genetics (See RDF3010205 Cancer genetics),
3,RDF30202,Clinical sciences,Exclusion(s),,cardiorespiratory medicine and hematology (See RDF30201 Cardiorespiratory medicine and hematology),
3,RDF30202,Clinical sciences,Exclusion(s),,clinical nutrition (See RDF3030101 Clinical nutrition),
3,RDF30202,Clinical sciences,Exclusion(s),,clinical psychology (See RDF5010109 Clinical psychology),
3,RDF30202,Clinical sciences,Exclusion(s),,complementary and alternative medicine (See RDF30203 Complementary and alternative medicine),
3,RDF30202,Clinical sciences,Exclusion(s),,dentistry and oral health (See RDF30204 Dentistry and oral health),
3,RDF30202,Clinical sciences,Exclusion(s),,oral pathology (See RDF3020405 Oral medicine and pathology),
3,RDF30202,Clinical sciences,Exclusion(s),,pediatrics and reproductive medicine (See RDF30205 Pediatrics and reproductive medicine),
3,RDF30202,Clinical sciences,Exclusion(s),,"psychology (See RDF50101 Psychology, social and behavioural aspects)",
4,RDF3020206,Human endocrinology (except diabetes and obesity),Exclusion(s),,clinical sciences on diabetes (See RDF3020208 Clinical sciences on diabetes),
4,RDF3020206,Human endocrinology (except diabetes and obesity),Exclusion(s),,clinical sciences on obesity (See RDF3020209 Clinical sciences on obesity),
4,RDF3020207,Human metabolism and diseases (except diabetes and obesity),Exclusion(s),,clinical sciences on diabetes (See RDF3020208 Clinical sciences on diabetes),
4,RDF3020207,Human metabolism and diseases (except diabetes and obesity),Exclusion(s),,clinical sciences on obesity (See RDF3020209 Clinical sciences on obesity),
4,RDF3020207,Human metabolism and diseases (except diabetes and obesity),Exclusion(s),,human metabolism associated with nutrition (See RDF3030106 Human nutrition and metabolism),
4,RDF3020212,Geriatrics and gerontology,Exclusion(s),,aged health care services (See RDF3030504 Aged health care services (except nursing)),
4,RDF3020212,Geriatrics and gerontology,Exclusion(s),,geriatric nursing (See RDF3030601 Geriatric nursing),
4,RDF3020214,Clinical genetics (except cancer genetics),Exclusion(s),,cancer genetics (See RDF3010205 Cancer genetics),
4,RDF3020214,Clinical genetics (except cancer genetics),Exclusion(s),,neurogenetics (See RDF1061103 Neurogenetics),
4,RDF3020218,"Radiology, nuclear medicine and medical imaging",Exclusion(s),,accelerators and other equipment for the production of radioisotopes for nuclear medicine (See RDF1039903 Instrumentation in physics),
4,RDF3020221,Pathology (except oral pathology),Exclusion(s),,oral pathology (See RDF3020405 Oral medicine and pathology),
4,RDF3020226,Clinical oncology,Exclusion(s),,basic cancer research (See RDF30102 Cancer),
3,RDF30204,Dentistry and oral health,Exclusion(s),,biomaterials not solely restricted to dentistry (See RDF2070101 Biomedical materials),
4,RDF3020401,Dental materials and equipment,Exclusion(s),,biomaterials not solely restricted to dentistry (See RDF2070101 Biomedical materials),
4,RDF3020401,Dental materials and equipment,Exclusion(s),,nanomaterials (See RDF2110107 Nanomaterials),
3,RDF30205,Pediatrics and reproductive medicine,Exclusion(s),,maternal and newborn care (See RDF3030513 Maternal and newborn care),
3,RDF30205,Pediatrics and reproductive medicine,Exclusion(s),,midwifery (See RDF3030518 Midwifery),
3,RDF30205,Pediatrics and reproductive medicine,Exclusion(s),,regenerative medicine (See RDF3040104 Regenerative medicine (including stem cells and tissue engineering)),
4,RDF3020502,Obstetrics and gynecology,Exclusion(s),,maternal and newborn care (See RDF3030513 Maternal and newborn care),
4,RDF3020502,Obstetrics and gynecology,Exclusion(s),,midwifery (See RDF3030518 Midwifery),
4,RDF3020503,Pediatrics,Exclusion(s),,maternal and newborn care (See RDF3030513 Maternal and newborn care),
4,RDF3020503,Pediatrics,Exclusion(s),,midwifery (See RDF3030518 Midwifery),
4,RDF3020505,Neonatology,Exclusion(s),,maternal and newborn care (See RDF3030513 Maternal and newborn care),
2,RDF303,Health sciences,Exclusion(s),,history and philosophy of medicine (See RDF6030306 History and philosophy of medicine),
2,RDF303,Health sciences,Exclusion(s),,history of medicine and health care (See RDF6010112 History of medicine and health care),
2,RDF303,Health sciences,Exclusion(s),,nutritional content and balance of foods (See RDF40402 Food sciences (including food engineering)),
2,RDF303,Health sciences,Exclusion(s),,veterinary medicine (See RDF4030105 Veterinary medicine),
3,RDF30301,Human nutrition and dietetics,Exclusion(s),,animal nutrition (See RDF4020104 Animal nutrition and metabolism),
3,RDF30301,Human nutrition and dietetics,Exclusion(s),,"metabolism in animal physiology (See RDF1060803 Animal physiology, metabolism)",
3,RDF30301,Human nutrition and dietetics,Exclusion(s),,nutritional content and balance of foods (See RDF40402 Food sciences (including food engineering)),
3,RDF30301,Human nutrition and dietetics,Exclusion(s),,plant nutrition and metabolism (See RDF1060910 Plant nutrition and metabolism),
4,RDF3030106,Human nutrition and metabolism,Exclusion(s),,animal nutrition (See RDF4020104 Animal nutrition and metabolism),
4,RDF3030106,Human nutrition and metabolism,Exclusion(s),,food safety (See RDF4040203 Food safety),
4,RDF3030106,Human nutrition and metabolism,Exclusion(s),,plant nutrition and metabolism (See RDF1060910 Plant nutrition and metabolism),
4,RDF3030208,Aging process,Exclusion(s),,environmental determinants of health (See RDF3030206 Environmental determinants of health (including environment-gene interactions)),
4,RDF3030208,Aging process,Exclusion(s),,social and biological determinants of aging (See RDF3030209 Social and biological determinants of aging),
4,RDF3030209,Social and biological determinants of aging,Exclusion(s),,environmental determinants of health (See RDF3030206 Environmental determinants of health (including environment-gene interactions)),
4,RDF3030210,Environmental and occupational health and safety,Exclusion(s),,"management aspects of occupational health, safety and wellness (See RDF5020203 Occupational health, safety and wellness management)",
4,RDF3030211,Epidemiology (except nutritional and veterinary epidemiology),Exclusion(s),,nutritional epidemiology (See RDF3030221 Nutritional epidemiology),
4,RDF3030211,Epidemiology (except nutritional and veterinary epidemiology),Exclusion(s),,veterinary epidemiology (See RDF4030103 Veterinary epidemiology),
4,RDF3030216,Gender and health relationship,Exclusion(s),,sex and gender-based analysis (See RDF3030215 Sex and gender-based analysis),
4,RDF3030307,Sports medicine,Exclusion(s),,kinesiology (See RDF3030301 Kinesiology),
3,RDF30304,Health services and systems,Exclusion(s),,health care (See RDF30305 Care),
4,RDF3030401,Health and community services,Exclusion(s),,community child health (See RDF3030405 Community child health),
4,RDF3030411,Mobile health (mHealth),Exclusion(s),,eHealth (See RDF3030410 Electronic health (e-Health)),
4,RDF3030504,Aged health care services (except nursing),Exclusion(s),,clinical geriatrics and gerontology (See RDF3020212 Geriatrics and gerontology),
4,RDF3030504,Aged health care services (except nursing),Exclusion(s),,geriatric nursing (See RDF3030601 Geriatric nursing),
4,RDF3030513,Maternal and newborn care,Exclusion(s),,midwifery (See RDF3030518 Midwifery),
4,RDF3030605,Mental health nursing,Exclusion(s),,mental health associated with wellbeing (See RDF5010121 Mental health and wellbeing),
4,RDF3030605,Mental health nursing,Exclusion(s),,mental health rehabilitation (See RDF3030305 Mental health rehabilitation),
2,RDF304,Medical biotechnology,Exclusion(s),,history and philosophy of medicine (See RDF6030306 History and philosophy of medicine),
2,RDF304,Medical biotechnology,Exclusion(s),,history of medicine and health care (See RDF6010112 History of medicine and health care),
2,RDF304,Medical biotechnology,Exclusion(s),,nanobiotechnology (See RDF2110102 Nanobiotechnology),
2,RDF304,Medical biotechnology,Exclusion(s),,nanomedicine (See RDF2110108 Nanomedicine),
3,RDF30401,Medical biotechnology,Exclusion(s),,assisted reproduction technologies (See RDF3020508 Assisted reproductive technologies),
3,RDF30401,Medical biotechnology,Exclusion(s),,biochemistry associated with clinical medicine (See RDF302 Clinical medicine),
3,RDF30401,Medical biotechnology,Exclusion(s),,biomaterials not solely restricted to dentistry (See RDF2070101 Biomedical materials),
3,RDF30401,Medical biotechnology,Exclusion(s),,dental materials (See RDF3020401 Dental materials and equipment),
3,RDF30401,Medical biotechnology,Exclusion(s),,environmental biotechnology (See RDF20901 Environmental biotechnology),
3,RDF30401,Medical biotechnology,Exclusion(s),,"ethical use of biotechnology (See RDF6030203 Ethics in technology (e.g., digital, artificial intelligence))",
3,RDF30401,Medical biotechnology,Exclusion(s),,"genetic modification of plants, microbes or animals for agricultural purposes (See RDF40401 Agricultural biotechnology)",
3,RDF30401,Medical biotechnology,Exclusion(s),,industrial biotechnology (See RDF21001 Industrial biotechnology),
3,RDF30401,Medical biotechnology,Exclusion(s),,nanobiotechnology (See RDF2110102 Nanobiotechnology),
3,RDF30401,Medical biotechnology,Exclusion(s),,nanomedicine (See RDF2110108 Nanomedicine),
3,RDF30401,Medical biotechnology,Exclusion(s),,pharmacogenomics (See RDF3010502 Pharmacogenomics),
2,RDF305,Other medical sciences,Exclusion(s),,history and philosophy of medicine (See RDF6030306 History and philosophy of medicine),
2,RDF305,Other medical sciences,Exclusion(s),,history of medicine and health care (See RDF6010112 History of medicine and health care),
2,RDF305,Other medical sciences,Exclusion(s),,veterinary medicine (See RDF4030105 Veterinary medicine),
2,RDF401,"Agriculture, forestry, and fisheries",Exclusion(s),,agricultural biotechnology (See RDF40401 Agricultural biotechnology),
2,RDF401,"Agriculture, forestry, and fisheries",Exclusion(s),,agricultural economics (See RDF5020106 Agricultural economics),
2,RDF401,"Agriculture, forestry, and fisheries",Exclusion(s),,agricultural water management (See RDF4059999 Other agricultural sciences),
2,RDF401,"Agriculture, forestry, and fisheries",Exclusion(s),,animal and dairy sciences (See RDF402 Animal and dairy sciences),
2,RDF401,"Agriculture, forestry, and fisheries",Exclusion(s),,"food sciences, including food processing and packaging) (See RDF40402 Food sciences (including food engineering))",
2,RDF401,"Agriculture, forestry, and fisheries",Exclusion(s),,land use and environmental planning (See RDF5070204 Land use and environmental planning),
2,RDF401,"Agriculture, forestry, and fisheries",Exclusion(s),,natural environmental management (See RDF1051004 Natural (biophysical) environment management),
2,RDF401,"Agriculture, forestry, and fisheries",Exclusion(s),,"urban and regional economics (See RDF5020119 Urban, rural and regional economics)",
3,RDF40101,"Agriculture, land and farm management",Exclusion(s),,agricultural waste management (See RDF2080107 Waste management (including agricultural waste)),
3,RDF40101,"Agriculture, land and farm management",Exclusion(s),,agricultural water management (See RDF4059999 Other agricultural sciences),
3,RDF40101,"Agriculture, land and farm management",Exclusion(s),,animal and dairy sciences (See RDF402 Animal and dairy sciences),
3,RDF40101,"Agriculture, land and farm management",Exclusion(s),,animal management (See RDF4020103 Animal management),
3,RDF40101,"Agriculture, land and farm management",Exclusion(s),,management and planning of land and parks in built environments (See RDF5070204 Land use and environmental planning),
